title,address,square_area,square_in_use,bedroom,wc,num_floor,width,height,door,certificates,house_type,furniture_status,house_specific,price_m2,price_square,location,in_centroid
"Bán nhà trung tâm Q1, HCM - 76m2 giá rẻ 11.5 tỷ.","Đường Trần Đình Xu, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",2,2,0,0,0,0,2,Tây Bắc,0,2,2,2,3,3,0,1
"Nguyễn Trãi ,P.Bến Thành Q1 ,ngay ngã 6 Phù Đổng","39/1, Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",1,3,2,2,1,0,1,Tây,0,1,0,1,4,4,0,1
GẤP NHÀ ĐẸP NGAY PHỐ TÂY QUẬN 1 - 30m2,"Đường Hồ Hảo Hớn, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,2,3,0,4,2,0,1
BÁN GẤP Nhà MT đường calmette 4m x 19m,52 calmette,2,1,1,0,0,0,2,Tây Nam,0,1,1,2,0,1,0,1
"Bán nhà hiếm có Phạm Viết Chánh, Q1, 5.6 tỷ, 36m2","Đường Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",0,2,1,1,0,0,1,,0,2,3,1,4,2,0,1
"Nhà cấp 4 Trần Đình Xu, Q1, 62m2, 1.7 tỷ,shr-xdtd","Đường Trần Đình Xu, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",2,1,0,0,0,0,2,Đông Nam,0,1,3,0,1,0,0,1
Q1. NHÀ ĐẸP Ở KINH DOANH NGAY CHỈ 6 TỶ 9,"353, Đường Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",0,2,1,1,1,2,0,Tây Nam,0,2,3,1,1,2,0,1
"Nhà nát Cô Giang, Q1,dt 61m2, 1.9 tỷ, shr-xdtd","Đường Cô Giang, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",2,1,0,0,0,2,0,Đông Nam,0,1,3,0,1,1,0,1
"CC Cống Quỳnh Q1, 60m2, 2.98 tỷ","Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",2,1,0,0,0,2,0,,0,2,3,1,2,4,0,1
"HXH,5T,7PN, THĐ, Phường Nguyễn Cư Trinh,Quận 1.","Đường Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",2,1,2,2,0,2,0,,0,1,3,1,4,1,0,1
"ngân hàng siết nợ bán nhà Q1, DT: 24m2, Giá: 2ty55","không số, trần khắc TRân, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,2,3,1,3,4,0,1
Nhà bán hẻm 101 trần khắc chân p tân định q1,"101, Đường Trần Khắc Chân, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",0,2,1,1,0,0,0,Bắc,0,2,0,1,4,2,0,1
CHÍNH CHỦ 1 CĂN GẦN MT CÔ BẮC QUẬN 1,"Đường Cô Bắc, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",2,1,1,1,0,1,1,,0,2,3,1,2,1,0,1
"MT Đường Hồ Hảo Hớn, Q1, 2 lầu TN 30tr, giá 10 tỷ","Đường Hồ Hảo Hớn||2748, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",0,0,1,1,0,0,0,,3,1,3,1,4,0,0,1
"Đường Nguyễn Cảnh Chân, Q1, 2 lầu, 35m2 giá 9.9 tỷ","Đường Nguyễn Cảnh Chân||2791, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",0,0,1,1,0,0,1,,3,1,3,1,4,3,0,1
Nhà 2MT Đ.Phan Tôn Q1 DT(6x8m) 2Lầu 3PN Giá 5ty280,"Đường Huỳnh Khương Ninh, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",1,2,1,1,0,2,0,,0,1,3,2,0,4,0,1
"Nhà quận 1, Trần khắc Trân, DT: 24m2, Giá 2ty550","không số, Trân khắc Trân, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,2,2,1,3,4,0,1
"Bán nhà hẻm 8m Trần Nhật Duật, Quận 1, 4x20m, 4L","Đường Trần Nhật Duật, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",2,1,2,2,1,0,2,,0,2,1,0,4,4,0,1
"Bán gấp nhà Bùi Thị Xuân ,Quận 1. Dt 6x7 3 lầu","Đường Bùi Thị Xuân, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",2,3,1,1,0,2,0,,0,1,2,1,1,3,0,1
Nhà 6T HXH đường NTMK Q.1 HĐT:100tr/1th giá: 26tỷ,"Đường Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",3,3,2,2,1,2,1,,0,2,0,1,4,1,0,1
"Bán Nhà Mặt Tiền Trương Hán Siêu ( N: 4,5m ;D: 18)","Đường Trương Hán Siêu, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",2,1,1,1,1,2,0,,0,1,3,1,4,3,0,1
"cho thuê nhà mặt tiền đường Trần Quang Khải,4 x 10","Đường Trần Quang Khải, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",0,0,0,0,0,2,0,,3,1,3,1,0,0,0,1
Biệt thự hẻm kiểu hàng quốc Trần Hưng Đạo,"Đường Trần Hưng Đạo, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",2,1,2,1,0,1,2,Đông Nam,3,3,3,1,4,0,0,1
"Bán Nhà MT Phạm Ngũ Lão P PNL Q1.(3,35x14m) 25 tỷ.","đường phạm ngũ lão, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",0,0,0,1,0,2,0,,0,1,3,1,4,1,0,1
Nhà 1trệt.2lầu.1sân thương.tặng hết nội thất.,"Đường Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",0,0,0,1,1,0,0,Tây Nam,0,2,3,1,4,1,0,1
"Ban Tòa nhà Q1, hầm 5 lầu TRẦN QUANG KHẢI ,8.2x17","Đường Trần Quang Khải, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",3,2,2,2,1,2,2,Nam,0,3,0,1,4,1,0,1
"Nhà góc 2MT Trần Hưng Đạo,Q1=4.3x19m=4T giá 39 tỷ","Đường Trần Hưng Đạo, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",2,3,1,2,1,1,2,,3,1,3,1,4,4,0,1
Căn góc 2MT khu 8A Thái Văn Lung HDT:90tr chỉ:23ty,"8A, Đường Thái Văn Lung, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",1,3,2,2,1,2,0,Đông Bắc,0,1,0,1,0,4,0,1
"Nhà Nguyễn Thị Minh Khai,Q1,5 tầng,60m2,thuê 48tr","Đường Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",2,3,2,2,1,1,1,,0,1,0,1,4,3,0,1
Chính chủ bán nhà MT Phan Tôn Q.1 Dt 6*23m 27 tỷ,"Đường Phan Tôn, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",3,2,1,1,0,2,2,,0,1,3,1,4,1,0,1
Về Quê Bán Gấp Nhà Q1 Đang Cho Thuê 26tr,"Đường Lương Hữu Khánh, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",3,2,1,2,0,0,2,,0,1,0,1,0,4,0,1
"Bán nhà hxh 6m Trần Hưng Đạo Q1, trệt 3 lầu st.","Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",0,2,1,1,1,0,0,,0,2,3,1,0,2,0,1
Nhà 2 măt tiền hẻm 2m 1trêt + 2 lầu+ sân thượng,"Đường Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",0,0,0,1,1,2,2,Tây Nam,0,2,3,1,4,1,0,1
"Cần bán gấp nhà 38/10/18H Trần Khắc Chân, quận 1","38/10/18H, Đường Trần Khắc Chân, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,2,3,1,3,4,0,1
NHÀ Q1 Cô Giang / 30m2 / Có sổ riêng !!!!!!!!!!,"Đường Cô Giang, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",0,0,0,0,0,0,0,Tây Nam,0,2,3,0,0,1,0,1
Nhà Bán Hoặc Cho Thuê Quận 1 59.32m² Mai Thị Lựu,"120H, Đường Mai Thị Lựu, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",1,1,1,0,0,2,0,,0,2,2,1,3,2,0,1
"HXH 8m 212/ Nguyễn Trãi Q1 ,DT: 3.5mx15.8m, 3 tầng","212/, Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",1,1,1,1,0,0,2,,0,2,3,1,4,3,0,1
"Chia tài sản cần bán gấp nhà Đ.Đặng Dung, Q1, 40m2","Đường Đặng Dung, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",0,1,0,0,0,0,0,,0,2,3,1,2,4,0,1
bán nhà Trung Tâm Quận 1 đang thu nhập 100 tr/thag,"Đường Đinh Tiên Hoàng, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",2,3,2,2,0,2,0,,3,1,3,1,4,3,0,1
"Nhà 3 lầu 2 mt hẻm 3m, xe ô tô cách nhà 20m, NTMK","Đường Nguyễn Thị Minh Khai, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",0,2,1,1,0,2,0,,0,2,3,2,4,4,0,1
"BÁN NHÀ HXH TRẦN HƯNG ĐẠO 2,35 TỶ","Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",0,0,1,0,1,2,0,Tây,3,2,3,1,4,4,0,1
Bán Nhà HXH Tân Định ( Ngang 4m ; Dài 14m ) TLMạnh,"Đường Trần Khắc Chân, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",1,0,1,1,0,2,0,,0,1,3,1,4,0,0,1
Nhà hẽm 1 trệt 1 lầu Q1 34m2 ngay chợ nhỏ tiện kd,"TK30, Nguyễn Cảnh Chân, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",0,1,0,0,0,0,1,Đông Bắc,0,2,2,1,4,0,0,1
"Bán nhà hẻm xe hơi , trệt + lầu, gần trung tâm Q1","Đường Bến Chương Dương, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",0,0,0,0,0,0,0,Đông Nam,0,2,3,0,4,2,0,1
tìm nhà chưa sổ quận 1 80-100m2 trung tâm quận 1,,3,3,1,1,0,2,0,,3,2,3,1,0,1,0,1
Đi định cư gia đình cần bán gấp nhà LỚN (147.7m2),"Đường Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,0,1,3,1,4,2,0,1
"Nhà phố mới xây Hoàng Sa, Q1, 2 lầu. 30m2, 3.8x tỷ","Đường Hoàng Sa, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",0,0,1,1,0,2,0,,3,2,3,1,3,4,0,1
"Bán nhà 39/10 đường Nguyễn Trãi , Q1","Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",1,1,1,1,0,0,1,Đông Bắc,0,2,3,1,0,3,0,1
Chỉ có 2.55 tỷ có nhà đẹp hộ khẩu quận 1.,"Đường Trần Khắc Chân, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,2,1,2,3,4,0,1
Nhà 5 lầu(7.5 x 10m)11 tỷ Nguyễn Thị Minh Khai Q1,"Đường Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",2,1,2,2,1,2,0,,0,2,0,1,0,0,0,1
MẶT TIỀN 1028 CMT8 277M2 4 TẦNG,"=> Gọi 0833083123 & 0902187404, Xem Nhà 4 Hiền 136/24 Lê Đức Thọ Nguyễn 608 Thượng 42/44B Kiệm Xu 13 Đình 1277B Trần, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,3,0,1
Mặt Tiền 1558 Hai Bà Trưng 98m2 4 Tầng,"=> Gọi 0833083123 & 0902187404, Xem Nhà 4 Hiền 136/24 Lê Đức Thọ Nguyễn 608 Thượng 42/44B Kiệm Xu 13 Đình 1277B Trần, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,4,0,1
Nhà HXH 8m 1879 Lê Thánh Tôn 328M2 4 Tầng,"=> Gọi 0833083123 & 0902187404, Xem Nhà 4 Hiền 136/24 Lê Đức Thọ Nguyễn 608 Thượng 42/44B Kiệm Xu 13 Đình 1277B Trần, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,1,0,1
CHDV 1653 Nguyễn Tất Thành 3565M2 10 TẦNG,"=> Gọi 0833083123 & 0902187404, Xem Nhà 4 Hiền 136/24 Lê Đức Thọ Nguyễn 608 Thượng 42/44B Kiệm Xu 13 Đình 1277B Trần, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,1,0,1
Mặt Tiền 1225 Nguyễn Trãi 756M2 3 Tầng,"=> Gọi 0833083123 & 0902187404, Xem Nhà 4 Hiền 136/24 Lê Đức Thọ Nguyễn 608 Thượng 42/44B Kiệm Xu 13 Đình 1277B Trần, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,1,2,0,1
NHÀ HẺM 1/ ĐƯỜNG BÙI THỊ XUÂN PHƯỜNG PHẠM NGŨ LÃO,"Đường Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",2,1,1,2,0,2,0,,3,2,3,1,4,3,0,1
"Nhà hẻm 186 Trần Quang Khải, Q.1, DT 6*7.5, 1T2L.","đường trần quang khải, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",1,0,1,1,0,2,0,,0,2,3,1,3,1,0,1
"Bán nhà phường Đa Kao,Q1,hẻm 7m,chỉ 12.8 ty","Nguyễn Huy Tự, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",2,1,0,0,0,2,0,,0,1,3,1,4,3,0,1
"Mặt tiền Trần Hưng Đạo,P. Cô Giang Q.1, 4.2x 12m","Đường Trần Hưng Đạo, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",1,0,0,0,0,1,1,,0,1,3,1,4,0,0,1
Bán Nhà Phạm Viết Chánh 178 triệu / m2,"Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",3,2,0,0,0,2,0,,0,2,3,0,4,0,0,1
"Mặt tiền Ký Con, P.Nguyễn Thái Bình, Q.1","Ký Con, Phường Nguyễn Thái Bình, Quận 1, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,1,3,1,4,3,0,1
"Bán 39tỷnhà Hai Bà Trưng Tân Định Q1,13x18,HĐ150TR","HAI BÀ TRƯNG, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",3,3,2,2,1,2,2,,3,2,3,1,4,1,0,1
"Bán Nhà HXH Phạm Viết Chánh ( 1 trệt , 3 lầu )","Đường Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",0,0,1,1,1,2,0,,0,2,3,1,1,3,0,1
Nhà 5 lầu(7.5x9m)NTMK Quận1 giá 11tỷ HĐT 55Tr,"nguyễn thị minh khai, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",1,1,2,2,0,2,0,,0,1,3,1,4,0,0,1
"MẶT TIỀN HAI BÀ TRƯNG Q1, ĐANG CHO THUÊ 120tr/th","Đường Hai Bà Trưng, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",3,3,2,2,1,1,2,,0,1,0,1,1,2,0,1
Nhà Góc 2MT Điện Biên Phủ cực đẹp!,"Đường Điện Biên Phủ, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",3,3,2,2,1,2,2,,0,1,3,2,4,1,0,1
"Nhà Mặt Tiền ĐaKao Quận 1 (216 triệu/m2) 4,5 x 18","Đường Trương Hán Siêu, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",2,1,1,1,0,2,0,,0,1,3,1,4,3,0,1
Bán Nhà Hẽm Xe Hơi Nguyễn Trãi (thu nhập 45 triệu),"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",0,0,2,2,1,2,0,,0,1,3,1,4,3,0,1
"THANH LÝ GẤP NHÀ Q1 HXH, PHAN TÔN,ĐA KAO","Đường Phan Tôn, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",1,0,0,1,0,2,0,,0,2,3,0,1,2,0,1
Bán nhà hẻm xe hơi Trần Hưng Đạo Q1 4X20 4L ST,"Đường Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",2,3,2,2,1,0,2,,0,2,3,1,4,3,0,1
Bán nhà1tr4lauhẻm đường Nguyễn Thái Bình 11ti800,"duong Nguyen Thai Binh, Phường Nguyễn Thái Bình, Quận 1, Tp Hồ Chí Minh",2,3,2,1,1,0,2,,3,2,3,1,4,3,0,1
Vị trí hót ở đường Đồng Khởi 52m2 3 tầng 8 tỷ.,"123, Đường Đồng Khởi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",1,2,1,1,0,0,2,,0,2,3,2,4,0,0,1
Nhà phố đẹp khu Vip Quận 1,"Đường Trần Khắc Chân, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,2,3,1,3,1,0,1
Nhà Nguyễn Văn Nguyễn 3PN 3WC 28m trệt 2 lầu BTCT,"Đường Nguyễn Văn Nguyễn, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",0,2,1,1,0,2,1,Tây Nam,0,2,2,1,3,4,0,1
"Nhà mới 37m2 Cao Bá Nhạ, Q1, 1 Trệt 2 lầu, 5.6 tỷ","Đường Cao Bá Nhạ, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",0,2,1,1,0,0,1,,0,2,3,1,4,2,0,1
"Bán nhà nát, 38m2, hẻm ô tô, 1 căn ra mặt tiền, 8.","Tk, Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",0,0,0,0,0,0,1,,3,2,3,1,4,2,0,1
"Nhà bán hẻm thông Trần Khắc Chân.Tân Định,Q1,2,65","Trần Khắc Chân, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",0,0,0,0,0,0,0,Bắc,0,2,3,2,3,4,0,1
"Bán Nhà 1trệt 1 lầu 2PN 48m2 Tân Định 2,545tỉ TL","Đường Trần Khắc Chân, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,2,3,2,3,4,0,1
"Chính Chủ bán nhà 38/10/18 Trần Khắc Trân Q1-2,55t","Đường Trần Khắc Chân, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",0,0,0,0,0,0,0,Tây Bắc,0,2,3,2,3,4,0,1
"Bán nhà nhỏ Quận 1 14m²,3 Tầng,Ngay trung tâm VIP","Hẽm Đẹp, Nguyễn Văn Cừ, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,2,3,1,4,1,0,1
"Cần bán nhà Cô Bắc Quận 1, 5T sát mặt tiền, 6,7 Tỷ","Đường Cô Bắc, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",0,0,2,2,1,2,0,,0,2,3,1,4,2,0,1
Nhà 2pn 2 toilet 3x8 SHR Q1,"Đường Trần Khắc Chân, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,2,3,1,3,4,0,1
BÁN GẤP 1 CĂN MT CÔ BẮC QUẬN 1,"Đường Cô Bắc, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,1,3,1,3,1,0,1
Nhà quận 1 giá dưới 4ty,"322, Đường Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,2,3,1,0,4,0,1
MT HAI BÀ TRƯNG P.TÂN ĐỊNH 4.5X18M HẦM 6L GIÁ 32TY,"Đường Hai Bà Trưng, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",2,3,2,2,1,1,2,,3,1,3,1,0,1,0,1
"Nhà Q.1 Góc 2 Mặt Tiền Trần Hưng Đạo, 4.3x18m, 3L","Đường Trần Hưng Đạo, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",2,1,1,0,1,1,2,,0,1,0,1,4,4,0,1
Bán nhà mặt tiền trương hán siêu p.Đa Kao Q1,"Đường Trương Hán Siêu, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",3,3,2,2,0,1,2,,3,1,3,1,4,0,0,1
"Nhà Q.1 Góc 2 Mặt Tiền Trần Hưng Đạo, 5x18m, 3 Lầu","Đường Trần Hưng Đạo, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",2,1,2,1,1,1,2,,0,1,1,1,4,4,0,1
"Bán nhà đường Cống Quỳnh dt 3.5mx8m, 2L","Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",0,2,1,1,0,0,0,,0,2,3,1,4,2,0,1
Nhà 1 trệt 1 lầu Đường Cô Bắc Q1,"128/48, Đường Cô Bắc, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",0,1,0,0,0,1,0,,0,2,1,1,4,1,0,1
"Nhà quận 1, mua dọn vào ở ngay","87, Đường Đặng Dung, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",2,3,1,2,0,0,2,,0,1,0,1,0,0,0,1
"2 MT hẻm xe tài đg Phạm Viết Chánh Chánh,Quận 1","Đường Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",1,2,1,1,1,1,1,,0,2,3,1,4,3,0,1
"BÁN GẤP: Mặt tiền 6.3m, Bến Nghé, Quận 1 - 27 tỷ","27, Đường Nguyễn Bỉnh Khiêm, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",0,2,1,1,1,2,0,,0,1,3,2,4,1,0,1
"Nhà phố 2 mặt tiền Đinh Công Tráng, Q.1","Đường Đinh Công Tráng, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",2,3,1,1,1,0,2,,0,1,3,1,4,4,0,1
"Nhà mặt tiền Trần Hưng Đạo P.Phạm Ngũ Lão, Quận 1","Đường Trần Hưng Đạo, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",1,3,1,1,0,0,1,,0,1,1,1,4,0,0,1
Mặt Tiền Nguyễn Hữu Cầu 7 tỷ 8. Thuê 100tr/tháng,"Đường Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",3,2,2,2,0,2,2,,0,1,1,1,1,2,0,1
Quận 1 Bùi Thị Xuân Q1 DT58m² Khu trung tâm,"Đường Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",1,1,1,2,0,0,2,Đông,3,2,3,1,4,3,0,1
"BÁN GẤP-GIẢM MẠNH, Cách Cống Quỳnh 50m, Chỉ 3ty6.","Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",0,0,1,1,0,0,0,,0,2,3,1,4,1,0,1
nhà 1 trệt 1 lầu quận 1 DT 41m2,"71/23, Đường Trần Khắc Chân, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",1,1,1,0,0,0,1,Đông,0,2,2,1,0,0,0,1
Bán ngay nhà Đề Thám 5 lầu hđ thuê 30tr bán 7.5tỷ,"Đề Thám, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",0,0,1,1,0,0,0,,3,2,3,1,0,2,0,1
"Hạ 1 tỷ Bán Gấp Nhà HXH 6m, Hẻm Nguyễn Thái Học","Đường Nguyễn Thái Học, Phường Cầu Ông Lãnh, Quận 1, Tp Hồ Chí Minh",2,1,2,2,0,1,2,,0,2,3,1,3,0,0,1
"Bán nhà Trần Hưng Đạo, P.Cầu Kho, 1tr4l CHDV 50tr","Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",0,0,2,2,0,0,0,,3,2,3,1,4,0,0,1
Mặt Tiền Hai Bà Trưng Ngang 7m Cho Thuê 120tr/th,"Đường Hai Bà Trưng, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",3,2,2,2,1,2,2,,0,1,0,2,2,2,0,1
"BÁN GẤP NHÀ MT NGUYỄN CÔNG TRỨ, QUẬN 1 1TỶ950 SHR","Đường Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Tp Hồ Chí Minh",2,1,1,1,0,2,1,,0,1,0,0,0,4,0,1
"Nhà 1 trệt, 3 lầu homestay hẻm Bùi Viện q1","Hẻm 186, Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",0,2,2,2,1,2,0,,0,2,0,2,4,4,0,1
"Nhà hẻm Bùi Viện sổ hồng riêng , sang tên liề","Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",0,0,1,1,0,0,0,,0,2,3,1,3,4,0,1
DỰ ÁN BIỆT THỰ BIỂN NOVALAND(NOVAWORLD PHAN THIẾT),"65, Đường Nguyễn Du, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",3,2,0,0,0,2,2,Đông Bắc,0,1,0,1,2,4,0,1
Bán nhà H3M Nguyễn Công Trứ Quận 1.,"Đường Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Tp Hồ Chí Minh",2,1,2,2,0,0,2,,0,2,0,1,0,3,0,1
"Bán nhà H5M đường Cống Quỳnh P Nguyễn Cư Trinh, Q1","Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",1,0,2,2,0,1,0,,0,2,0,1,0,3,0,1
"Nhà Hai bà Trưng Quận 1 56m2 4 tầng 5pn 6,25 ty","Đường Hai Bà Trưng, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",1,3,2,2,0,0,1,,0,2,0,2,3,4,0,1
"Nhà hẻm P.Cầu Kho, Q.1.","Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",0,1,1,1,0,0,0,Đông Bắc,0,2,1,1,4,1,0,1
"Góc 2 MT Trần Nhật Duật, Q1. 1 hầm 6 lầu, 70ty","Đường Trần Nhật Duật, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",3,3,2,2,1,2,2,,0,1,3,2,4,2,0,1
Nhà 212/170 Nguyễn Văn Nguyễn Phường Tân Định Quận,"212/170, Nguyễn Văn Nguyễn, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",0,2,1,1,0,0,0,Đông Bắc,0,1,2,1,0,2,0,1
"Bán nhà Trần Hưng Đạo, Q.1, DTXD 26m2, 2 tầng","Đường Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",0,0,0,0,0,0,0,Đông Nam,0,2,3,2,4,4,0,1
Nhà Bùi Viện khu trung tâm quận 1 để lại giá nhanh,"Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",0,0,0,0,0,0,0,,0,2,3,1,4,4,0,1
