title,address,square_area,square_in_use,bedroom,wc,num_floor,width,height,door,certificates,house_type,furniture_status,house_specific,price_m2,price_square,location,in_centroid
Bán Nhà Sau Lưng Vạn Hạnh Mall Q10 SHR 70m2 2 Lầu,"Đường Cư Xá Nguyễn Trung Trực, Phường 12, Quận 10, Tp Hồ Chí Minh",2,1,1,1,0,1,2,,0,1,3,1,2,1,9,1
Nhà MT khu 436b đg 3/2 - ngang 4.2 dài 19,"436b, Đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh",2,3,2,2,0,0,2,Đông,0,1,1,1,4,3,9,1
Mặt tiền Sư Vạn Hạnh /4x12 nhà 3 lầu,"Đường Sư Vạn Hạnh, Phường 10, Quận 10, Tp Hồ Chí Minh",1,2,1,1,0,0,1,Tây,0,1,3,2,4,0,9,1
Bán Gấp Nhà Ba Vì Quận 10 60m2 3.250 Tỷ SHR,"Đường Ba Vì, Phường 15, Quận 10, Tp Hồ Chí Minh",2,1,1,2,0,0,1,,0,1,3,1,2,4,9,1
BÁN NHÀ HXH ĐƯỜNG 3/2 TIỆN KINH DOANH 45M2/3TY375,"Đường 3/2, Phường 14, Quận 10, Tp Hồ Chí Minh",1,0,1,1,0,0,1,,3,1,3,1,0,4,9,1
"Bán Gấp Nhà MT Ngô Quyền ,Quận 10 , 80m2 . 5 tỷ 5","Đường Ngô Quyền, Phường 5, Quận 10, Tp Hồ Chí Minh",2,1,1,1,0,1,2,,0,1,3,1,2,2,9,1
"CHÍNH CHỦ BÁN GẤP NHÀ LẦU ĐƯỜNG 3/2, QUÂN 10.","Đường 3/2, Phường 3, Quận 10, Tp Hồ Chí Minh",1,0,0,0,0,0,1,,0,1,3,1,0,0,9,1
Siêu Phẩm Nhà Khu Cư Xá Nguyễn Trung Trực Quận 10,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Tp Hồ Chí Minh",2,3,1,1,0,0,2,,0,1,3,0,2,4,9,1
"Bán Nhà Khu Cư Xá Bắc Hải, Quận 10, 85m2, 3 tỷ 8","Đường Bạch Mã, Phường 15, Quận 10, Tp Hồ Chí Minh",3,2,1,2,0,1,2,,0,1,3,1,2,1,9,1
Mặt Tiền KD - LÊ HỒNG PHONG - Q 10 - 59 m2- 6 tỷ 7,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh",1,1,0,0,0,2,0,,0,1,3,1,3,2,9,1
"Bán nhà MT Nguyễn Duy Dương 5mx14,5m, 13 tỷ 500 TL","351, Đường Nguyễn Duy Dương, Phường 4, Quận 10, Tp Hồ Chí Minh",2,1,1,0,0,1,1,,0,1,3,1,4,3,9,1
"MT CHỢ THUỐC NGUYỄN GIẢN THANH, 5x17, 7L, 24TỶ","Đường Nguyễn Giản Thanh, Phường 15, Quận 10, Tp Hồ Chí Minh",2,3,2,2,1,1,2,Tây Nam,0,1,1,2,4,1,9,1
"Mặt tiền Vĩnh Viễn, 5m*12m, 2 lầu, giá 12 tỷ 5 TL","Đường Vĩnh Viễn, Phường 4, Quận 10, Tp Hồ Chí Minh",1,2,1,1,0,1,1,Đông Nam,1,1,3,1,4,3,9,1
"Bán nhà MT Nguyễn Tiểu La, Dt 4 x16m, 3Lầu 16 tỷ.","Đường Nguyễn Tiểu La, Phường 5, Quận 10, Tp Hồ Chí Minh",1,2,1,1,0,0,2,,3,1,3,1,4,0,9,1
"Mặt tiền Bà Hạt, trệt lửng 5 lầu ST, giá 11.8tỷ TL","BÀ HẠT, Phường 4, Quận 10, Tp Hồ Chí Minh",1,0,2,2,0,0,2,,0,1,3,1,0,3,9,1
"Nhà mặt tiền Lê Hồng Phong 3/2 Q10 giá 15,7 tỷ","Đường Lê Hồng Phong, Phường 10, Quận 10, Tp Hồ Chí Minh",0,0,1,1,0,0,0,,0,1,3,1,2,3,9,1
Bán gấp căn 1Lầu Thành Thái 55m2/1tỷ162 SH,"Đường Thành Thái, Phường 12, Quận 10, Tp Hồ Chí Minh",1,2,0,0,0,1,1,,0,1,2,0,1,4,9,1
"Chú Hạo Bán nhà Hẻm lớn Đường 3 THÁNG 2, Q10 900TR","Đường 3/2, Phường 6, Quận 10, Tp Hồ Chí Minh",1,2,1,0,0,0,1,,0,1,3,1,1,0,9,1
"Mặt tiền, Sư Vạn Hạnh Q10, 4x22m, nở hậu 5m,","sư van hanh, Phường 13, Quận 10, Tp Hồ Chí Minh",3,3,2,2,1,1,2,Đông Bắc,0,1,3,1,4,4,9,1
"Bán Nhà Mặt Tiền Sư Vạn Hạnh, Q. 10, HĐT 110tr /th","Sư Vạn Hạnh, Phường 13, Quận 10, Tp Hồ Chí Minh",3,2,2,2,1,1,2,Tây Bắc,0,1,0,2,4,1,9,1
"Bán gấp nhà mặt tiền vip 620 Sư Vạn Hạnh,Q10","Đường Sư Vạn Hạnh, Phường 13, Quận 10, Tp Hồ Chí Minh",1,0,2,1,0,0,1,Đông Bắc,0,1,3,1,4,0,9,1
"Bán nhà MT Cư Xá Bắc Hỏi, Q10, ngang 5m, 3L,13 tỷ","Đường Đồng Nai||5341, Phường 15, Quận 10, Tp Hồ Chí Minh",1,3,1,1,1,1,0,,3,1,3,1,4,0,9,1
Nhà bán MTKD đoạn đẹp bán điện thoại đường 3/2 P12,"đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh",1,3,2,2,1,0,1,,0,1,3,1,4,1,9,1
Bán căn hộ 70m2 Chammington Lapionte 181 Cao Thắng,"181, Đường Cao Thắng, Phường 12, Quận 10, Tp Hồ Chí Minh",2,1,0,0,1,2,0,Tây Bắc,1,1,1,1,2,0,9,1
"Biệt thự 3 tháng 2 Quận 10, 7 tầng - thang máy 26t","Đường 3/2, Phường 14, Quận 10, Tp Hồ Chí Minh",3,3,2,2,1,1,2,,0,3,3,0,4,1,9,1
"Cần bán Nhà MT 70 Hùng Vương, Q.10 (1 trệt 4 lầu)","70, Đường Hùng Vương, Phường 1, Quận 10, Tp Hồ Chí Minh",2,1,2,1,0,0,2,,0,1,2,1,0,0,9,1
"Bán biệt thự 170m2 trung tâm Q.10, 11x16m, 3 lầu.","Đường Thành Thái, Phường 12, Quận 10, Tp Hồ Chí Minh",3,3,2,2,1,2,1,Tây Nam,0,3,1,0,4,4,9,1
"NHÀ 1 TRỆT, 1 LẦU, ĐƯỜNG VĨNH VIỄN, P.6. Q.10","540, vĩnh viễn, Phường 6, Quận 10, Tp Hồ Chí Minh",1,2,0,0,0,1,0,,3,1,3,1,0,0,9,1
Nhà bán MTKD Hồ Bá Kiện gần cv lê thị riêng Q10.,"HỒ BÁ KIỆN, Phường 15, Quận 10, Tp Hồ Chí Minh",0,3,1,2,1,0,1,,0,1,3,1,4,3,9,1
"PHÁ SẢN, BÁN GẤP NHÀ 1T2L 85M3/ 2TỶ6 SƯ VẠN HẠNH","Đường Sư Vạn Hạnh, Phường 12, Quận 10, Tp Hồ Chí Minh",3,2,1,1,0,1,2,,0,1,1,2,1,1,9,1
"Bán nhà MT Lê Hồng Phong, Phường 2, Q10","Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh",2,1,0,1,0,0,2,,0,1,3,1,0,1,9,1
Bán nhà Q10 mặt tiền Ngô Gia Tự 4x17m 3lầu 25.5tỷ,"Đường Ngô Gia Tự, Phường 3, Quận 10, Tp Hồ Chí Minh",2,1,2,2,0,0,2,,0,1,3,2,0,4,9,1
"MẶT TIỀN ĐẮT ĐỎ KHU CƯ XÁ BẮC HẢI, QUẬN 10, 96M2","Đường Bửu Long, Phường 15, Quận 10, Tp Hồ Chí Minh",3,2,0,1,0,2,2,,0,1,3,1,4,0,9,1
"Chính chủ bán nhà hẻm 4m Nguyễn Tiểu La giá 5,5 ty","Đường Nguyễn Tiểu La, Phường 8, Quận 10, Tp Hồ Chí Minh",0,2,1,1,1,0,0,Bắc,0,1,3,2,4,2,9,1
BÁN NHÀ SAU LƯNG ĐẠI HỌC BÁCH KHOA QUẬN 10 66M2,"Đường Thành Thái, Phường 12, Quận 10, Tp Hồ Chí Minh",2,1,0,1,0,1,1,,3,1,3,1,2,1,9,1
Chỉ hơn 5 tỷ có ngay NHÀ ĐẸP QUẬN 10,"TO HIEN THANH, Phường 15, Quận 10, Tp Hồ Chí Minh",1,1,2,1,0,2,0,,3,1,3,1,3,4,9,1
Mặt tiền Ngô Quyền 4.4 dài 12,"Đường Ngô Quyền, Phường 8, Quận 10, Tp Hồ Chí Minh",1,2,1,1,0,1,1,Tây,0,1,3,2,0,3,9,1
CHDV 1439 Sư Vạn Hạnh 120M2 7 TẦNG,"=> Gọi 0833083123 & 0902187404, Xem Nhà Hiền 4 Đình 13 Nguyễn 608 Thượng 1277B Trần 136/24 Lê Đức Thọ 42/44B Kiệm Xu, Phường 8, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,3,9,1
CHDV 1258 Ba Tháng Hai 700M2 7 TẦNG,"=> Gọi 0833083123 & 0902187404, Xem Nhà Hiền 4 Đình 13 Nguyễn 608 Thượng 1277B Trần 136/24 Lê Đức Thọ 42/44B Kiệm Xu, Phường 8, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,4,9,1
Mặt Tiền 1328 Trường Sơn 110m2 7 tầng,"=> Gọi 0833083123 & 0902187404, Xem Nhà Hiền 4 Đình 13 Nguyễn 608 Thượng 1277B Trần 136/24 Lê Đức Thọ 42/44B Kiệm Xu, Phường 7, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,3,9,1
Mặt Tiền 1328 Bắc Hải 160m2 7 tầng,"=> Gọi 0833083123 & 0902187404, Xem Nhà Hiền 4 Đình 13 Nguyễn 608 Thượng 1277B Trần 136/24 Lê Đức Thọ 42/44B Kiệm Xu, Phường 7, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,3,9,1
CẦN BÁN NHANH CĂN TÔ HIẾN THÀNH Q10 55M2 HXH,"tô hiến thành, Phường 15, Quận 10, Tp Hồ Chí Minh",1,0,1,0,0,1,1,,3,1,3,1,2,4,9,1
"Tôi cần sang gấp căn nhà MT đường 3/2,P.11,Q10","Đường 3/2, Phường 11, Quận 10, Tp Hồ Chí Minh",0,0,0,0,0,0,1,,0,1,3,1,3,4,9,1
MT đường 3/2 P10 Q10 (5x22),"Đường 3/2, Phường 10, Quận 10, Tp Hồ Chí Minh",3,3,2,2,1,1,2,,0,1,3,1,4,1,9,1
"VỠ NỢ BÁN GẤP MT 2L CX BẮC HẢI-Q10 65M2/1,25TỶ SHR","Đường Cư Xá Bắc Hải, Phường 15, Quận 10, Tp Hồ Chí Minh",2,1,1,1,0,1,1,Đông Nam,0,1,1,0,1,3,9,1
"Nhà MT kinh doanh, quận 10, chính chủ lâu đời.","Đường Cách Mạng Tháng Tám, Phường 12, Quận 10, Tp Hồ Chí Minh",2,3,1,1,0,2,0,,0,1,3,1,3,3,9,1
"MẶT TIỀN 4,4 X 8M 1T + 4 LẦU TRẦN NHÂN TÔN Q.10","Đường Trần Nhân Tôn, Phường 2, Quận 10, Tp Hồ Chí Minh",0,3,2,2,1,1,0,,3,1,3,1,4,2,9,1
Hạ Giá bán Gấp nhà Mặt Tiền (4mx25m) chỉ 195tr/m2,"Hoà Hảo, Phường 5, Quận 10, Tp Hồ Chí Minh",3,3,2,2,1,0,2,Bắc,0,1,2,1,4,4,9,1
nhà MT Siêu vị trí Lê Hồng Phong Q.10,"Đường Lê Hồng Phong, Phường 2, Quận 10, Tp Hồ Chí Minh",0,0,1,1,0,0,1,Đông Nam,0,1,3,1,4,3,9,1
"Ly dị, bán nhà 4x20.5m 1lầu có SHR, Nhà gần chợ","26/7/6, Đường Tô Hiến Thành, Phường 12, Quận 10, Tp Hồ Chí Minh",2,2,1,1,0,0,2,,0,1,3,1,1,3,9,1
"2 mặt tiền lớn Cao Thắng, 1 trệt 2 lầu sân thượng","Đường Cao Thắng, Phường 11, Quận 10, Tp Hồ Chí Minh",0,2,0,1,0,0,1,Tây Nam,0,1,3,1,4,3,9,1
CHÍNH CHỦ CẦN BÁN CĂN NHÀ 4 TẦNG QUẬN 10 - TP HCM,"Đường Lê Thị Riêng, Phường 1, Quận 10, Tp Hồ Chí Minh",0,0,1,2,0,2,0,,3,1,3,1,3,4,9,1
"Bán nhà MT 30 Hòa Hưng, P.13, Q.10. HĐ thuê 42tr.","30, Đường Hòa Hưng, Phường 13, Quận 10, Tp Hồ Chí Minh",0,0,1,2,0,0,1,,3,1,3,2,4,3,9,1
Tầng trệt CC Trần Văn Kiểu Quận 10,"Đường Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh",3,2,1,0,0,2,0,,0,1,3,1,2,2,9,1
Giảm giá bán lỗ nhà mặt tiền Quận 10 tiện kinh doa,"Đường Trần Nhân Tôn, Phường 2, Quận 10, Tp Hồ Chí Minh",1,3,2,2,1,0,2,,0,1,3,1,4,0,9,1
"Bán nhà Su Vạn Hạnh 53m2 12,9 tỷ","Đường Sư Vạn Hạnh, Phường 12, Quận 10, Tp Hồ Chí Minh",1,0,0,0,0,2,1,,0,1,3,0,1,3,9,1
"nhà mặt tiền hẻm nhựa 12m đường 3/2 68m2 13,5 tỷ","3/2, Phường 12, Quận 10, Tp Hồ Chí Minh",2,3,2,1,1,0,2,Tây Nam,0,1,1,0,4,3,9,1
"CHUYỂN CHỖ Ở BÁN NHÀ HỒ THỊ KỶ Q10, HXH 1 TỶ 225TR","Đường Hồ Thị Kỷ, Phường 7, Quận 10, Tp Hồ Chí Minh",1,1,1,1,0,1,1,,0,3,2,1,1,4,9,1
Chính Chủ Bán Nhà 2MT Nguyễn Giản Thanh-56m2,"Đường Nguyễn Giản Thanh, Phường 15, Quận 10, Tp Hồ Chí Minh",1,3,2,1,0,0,2,,0,1,3,0,4,2,9,1
"Mt tiền Nhật Tảo F6 q10 , gần chợ nguyễn lâm","Đường Nhật Tảo, Phường 6, Quận 10, Tp Hồ Chí Minh",0,2,1,1,0,0,1,Nam,0,1,3,1,4,0,9,1
Gần 50m2 nhà mặt tiền Q10 giá bằng nhà hẻm quận 3,"Đường Nguyễn Chí Thanh, Phường 3, Quận 10, Tp Hồ Chí Minh",1,0,1,0,0,0,1,Đông Nam,0,1,0,2,4,3,9,1
"LI DỊ BÁN GẤP NHÀ HỒ BÁ KIỆN, 65M2,1T1L,1.25 TỶ","Đường Hồ Bá Kiện, Phường 10, Quận 10, Tp Hồ Chí Minh",2,1,1,0,0,1,1,,3,1,3,1,1,3,9,1
"MT Cư Xá Bắc Hải 15x13m, 2 Lầu, Giá 40 tỷ, Quận 10","Đường Cư Xá Bắc Hải, Phường 15, Quận 10, Tp Hồ Chí Minh",3,3,1,1,0,2,1,,0,1,3,1,4,1,9,1
CHDV 1659 Sư Vạn Hạnh 128M2 7 TẦNG,"=> Gọi 0833083123 & 0902187404, Xem Nhà 13 Nguyễn 608 Thượng 42/44B Kiệm Xu Hiền 4 Đình 1277B Trần 136/24 Lê Đức Thọ, Phường 8, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,0,3,1,0,3,9,1
CHDV 1854 Ba Tháng Hai 700M2 7 TẦNG,"=> Gọi 0833083123 & 0902187404, Xem Nhà 13 Nguyễn 608 Thượng 42/44B Kiệm Xu Hiền 4 Đình 1277B Trần 136/24 Lê Đức Thọ, Phường 8, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,4,9,1
Mặt Tiền 1678 Trường Sơn 118m2 7 tầng,"=> Gọi 0833083123 & 0902187404, Xem Nhà 13 Nguyễn 608 Thượng 42/44B Kiệm Xu Hiền 4 Đình 1277B Trần 136/24 Lê Đức Thọ, Phường 8, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,3,9,1
Mặt Tiền 1628 Bắc Hải 160m2 7 tầng,"=> Gọi 0833083123 & 0902187404, Xem Nhà 13 Nguyễn 608 Thượng 42/44B Kiệm Xu Hiền 4 Đình 1277B Trần 136/24 Lê Đức Thọ, Phường 8, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,3,9,1
Mặt Tiền 1623 Nguyễn Tri Phương 105M2 10 TẦNG,"=> Gọi 0833083123 & 0902187404, Xem Nhà 13 Nguyễn 608 Thượng 42/44B Kiệm Xu Hiền 4 Đình 1277B Trần 136/24 Lê Đức Thọ, Phường 8, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,1,9,1
CHDV Mặt tiền 1263 CMT 8 - 2500M2 10 TẦNG,"=> Gọi 0833083123 & 0902187404, Xem Nhà 13 Nguyễn 608 Thượng 42/44B Kiệm Xu Hiền 4 Đình 1277B Trần 136/24 Lê Đức Thọ, Phường 8, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,1,9,1
Mặt tiền 1378 3 THÁNG 2 4569m² XX Tầng,"=> Gọi 0833083123 & 0902187404, Xem Nhà 13 Nguyễn 608 Thượng 42/44B Kiệm Xu Hiền 4 Đình 1277B Trần 136/24 Lê Đức Thọ, Phường 8, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,4,9,1
Mặt Tiền 1326 Bắc Hải 164m2 7 tầng,"=> Gọi 0833083123 & 0902187404, Xem Nhà 42/44B Kiệm 4 Hiền 136/24 Lê Đức Xu 13 Đình 1277B Trần Thọ Nguyễn 608 Thượng, Phường 3, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,3,9,1
CHDV 1549 Sư Vạn Hạnh 122M2 7 TẦNG,"=> Gọi 0833083123 & 0902187404, Xem Nhà 42/44B Kiệm 4 Hiền 136/24 Lê Đức Xu 13 Đình 1277B Trần Thọ Nguyễn 608 Thượng, Phường 7, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,0,3,1,0,3,9,1
CHDV 1328 Ba Tháng Hai 708M2 7 TẦNG,"=> Gọi 0833083123 & 0902187404, Xem Nhà 42/44B Kiệm 4 Hiền 136/24 Lê Đức Xu 13 Đình 1277B Trần Thọ Nguyễn 608 Thượng, Phường 7, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,4,9,1
Mặt Tiền 1878 Trường Sơn 119m2 7 tầng,"=> Gọi 0833083123 & 0902187404, Xem Nhà 42/44B Kiệm 4 Hiền 136/24 Lê Đức Xu 13 Đình 1277B Trần Thọ Nguyễn 608 Thượng, Phường 7, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,3,9,1
Mặt Tiền 1834 Nguyễn Tri Phương 119M2 10 TẦNG,"=> Gọi 0833083123 & 0902187404, Xem Nhà 42/44B Kiệm 4 Hiền 136/24 Lê Đức Xu 13 Đình 1277B Trần Thọ Nguyễn 608 Thượng, Phường 7, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,1,9,1
CHDV Mặt tiền 1903 CMT 8 - 2590M2 10 TẦNG,"=> Gọi 0833083123 & 0902187404, Xem Nhà 42/44B Kiệm 4 Hiền 136/24 Lê Đức Xu 13 Đình 1277B Trần Thọ Nguyễn 608 Thượng, Phường 7, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,1,9,1
Mặt tiền 1768 3 THÁNG 2 4588m² XX Tầng,"=> Gọi 0833083123 & 0902187404, Xem Nhà 42/44B Kiệm 4 Hiền 136/24 Lê Đức Xu 13 Đình 1277B Trần Thọ Nguyễn 608 Thượng, Phường 7, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,4,9,1
Mặt Tiền 1658 Lý Thường Kiệt 162m2 7 tầng,"=> Gọi 0833083123 & 0902187404, Xem Nhà 4 Hiền 136/24 Lê Đức Thọ Nguyễn 608 Thượng 42/44B Kiệm Xu 13 Đình 1277B Trần, Phường 12, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,0,9,1
"Nhà mới gần rạp Hoà Bình, ngang 10m,thu nhập 180tr","Đường Điện Biên Phủ, Phường 11, Quận 10, Tp Hồ Chí Minh",3,3,2,2,1,2,2,,0,1,1,0,0,1,9,1
"Mặt tiền kinh doanh cho thuê 75tr/tháng, 24,5 tỷ.","Đường Trần Thiện Chánh, Phường 12, Quận 10, Tp Hồ Chí Minh",3,2,2,2,0,0,2,,0,1,0,1,4,4,9,1
"THUA CÁ ĐỘ, BÁN GẤP NHÀ MT SƯ VẠN HẠNH Q10-2TY8-SR","Đường Sư Vạn Hạnh, Phường 12, Quận 10, Tp Hồ Chí Minh",2,1,2,2,0,1,1,,0,1,1,1,2,1,9,1
"Chính chủ bán nhà Ngô Quyền, Q10. 5 lầu. 4x10","Đường Ngô Quyền, Phường 8, Quận 10, Tp Hồ Chí Minh",1,0,2,1,1,0,0,,0,1,3,2,4,0,9,1
"Phá sản bán nhà 1t1l 52m2/1ty250 ở NTP-Q10,SHR,HXH","Đường Nguyễn Tri Phương, Phường 4, Quận 10, Tp Hồ Chí Minh",1,0,1,0,0,0,1,,0,1,1,1,1,3,9,1
"Tôi cần bán nhà HXT_CAO THẮNG, 3 Tầng_3,65 Tỷ","Đường Cao Thắng, Phường 12, Quận 10, Tp Hồ Chí Minh",0,0,1,1,0,0,0,Đông Nam,0,1,1,0,0,4,9,1
"Mặt Tiền 3 tháng 2, 85m2, 5Tầng, T. Máy, Giá 22 tỷ","Đường 3/2, Phường 8, Quận 10, Tp Hồ Chí Minh",3,2,2,2,1,2,0,Tây Bắc,0,1,1,2,4,1,9,1
"Bán gấp nhà mặt tiền Thành Thái, P14, Q10, 5L ST","Đường Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh",2,3,2,2,1,0,2,,0,1,3,1,4,4,9,1
Bán nhà MTKD Ngô Gia Tự P2 Q10 1 trệt 2 lầu ST,"Đường Ngô Gia Tự, Phường 2, Quận 10, Tp Hồ Chí Minh",0,2,1,1,1,0,0,,0,1,3,1,0,3,9,1
Nhà Đẹp 6 Tầng Thang Máy. Góc 2MT Cư Xá 3/2 Quận10,"Đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh",3,2,2,2,1,2,2,,0,1,3,1,4,1,9,1
"Bán mặt tiền 4 lầu 47m2 Bà Hạt, P9, Quận 10, HCM","Đường Bà Hạt, Phường 9, Quận 10, Tp Hồ Chí Minh",1,2,2,2,1,2,0,Đông Nam,0,1,3,2,4,3,9,1
Mặt tiền 5.2 x12 - Nguyễn Duy Dương Q10,"Đường Nguyễn Duy Dương, Phường 4, Quận 10, Tp Hồ Chí Minh",1,2,1,1,0,2,1,Đông,0,1,3,2,4,3,9,1
"nhà mặt tiền 3/2 P10Q10 115m2 4,5x22 nở hậu 7m 44T","Đường 3/2, Phường 10, Quận 10, Tp Hồ Chí Minh",3,3,1,1,0,2,2,Tây Bắc,0,1,0,2,4,1,9,1
"Bán nhà HXH TôHiếnThành P15Q10 4X14 4Tầng 10,5 Tỷ","TÔ HIẾN THÀNH, Phường 15, Quận 10, Tp Hồ Chí Minh",1,3,1,1,1,0,1,Tây Nam,0,1,1,0,4,3,9,1
Bán nhà Q10 mặt tiền Bà Hạt 3.5x17m 5 tấm 11.9 tỷ,"Đường Bà Hạt, Phường 8, Quận 10, Tp Hồ Chí Minh",2,1,2,2,0,0,2,,0,1,3,1,4,3,9,1
"Dì Mị Bán Nhà 1 trệt 1 lầu, BÀ HẠT Q10 Ngay Truong","Đường Bà Hạt, Phường 9, Quận 10, Tp Hồ Chí Minh",1,2,1,0,0,0,2,,0,1,3,1,1,0,9,1
"nhà 163/25/26A Tô Hiến Thành,P13,Q10 hđ thuê 24tr","Đường Tô Hiến Thành, Phường 15, Quận 10, Tp Hồ Chí Minh",1,3,2,2,1,0,1,,3,1,3,1,4,2,9,1
MT QUẬN 10 GIÁ TỐT ĐẦU TƯ 150M2 5 SÀN BTCT 8.3 TỶ,"Đường Trần Nhân Tôn, Phường 2, Quận 10, Tp Hồ Chí Minh",0,3,1,2,1,1,0,Đông,0,1,2,1,4,2,9,1
CHDV 1679 Sư Vạn Hạnh 128M2 7 TẦNG,"=> Gọi 0833083123 & 0902187404, Xem Nhà 4 Hiền 136/24 Lê Đức Thọ Nguyễn 608 Thượng 42/44B Kiệm Xu 13 Đình 1277B Trần, Phường 5, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,3,9,1
CHDV 1758 Ba Tháng Hai 708M2 7 TẦNG,"=> Gọi 0833083123 & 0902187404, Xem Nhà 4 Hiền 136/24 Lê Đức Thọ Nguyễn 608 Thượng 42/44B Kiệm Xu 13 Đình 1277B Trần, Phường 5, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,4,9,1
Mặt Tiền 1608 Trường Sơn 116m2 7 tầng,"=> Gọi 0833083123 & 0902187404, Xem Nhà 4 Hiền 136/24 Lê Đức Thọ Nguyễn 608 Thượng 42/44B Kiệm Xu 13 Đình 1277B Trần, Phường 5, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,3,9,1
Mặt Tiền 1376 Bắc Hải 168m2 7 tầng,"=> Gọi 0833083123 & 0902187404, Xem Nhà 4 Hiền 136/24 Lê Đức Thọ Nguyễn 608 Thượng 42/44B Kiệm Xu 13 Đình 1277B Trần, Phường 5, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,3,9,1
Mặt Tiền 1493 Nguyễn Tri Phương 112M2 10 TẦNG,"=> Gọi 0833083123 & 0902187404, Xem Nhà 4 Hiền 136/24 Lê Đức Thọ Nguyễn 608 Thượng 42/44B Kiệm Xu 13 Đình 1277B Trần, Phường 5, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,0,1,9,1
Mặt tiền 1658 3 THÁNG 2 4599m² XX Tầng,"=> Gọi 0833083123 & 0902187404, Xem Nhà 4 Hiền 136/24 Lê Đức Thọ Nguyễn 608 Thượng 42/44B Kiệm Xu 13 Đình 1277B Trần, Phường 5, Quận 10, Tp Hồ Chí Minh",3,3,2,1,0,2,2,,3,1,3,1,1,4,9,1
nhà hẻm 283 cách mạng tháng 8.p12.q10(128m2)51.5tỷ,"hẻm 283, đường cách mạng tháng tám, Phường 12, Quận 10, Tp Hồ Chí Minh",3,3,2,2,1,2,2,,0,1,3,1,4,4,9,1
NHÀ MẶT TIỀN TRẦN NHÂN TÔN Q10. 3 LẦU . GIÁ 8.3 TỶ,"Đường Trần Nhân Tôn, Phường 2, Quận 10, Tp Hồ Chí Minh",0,0,1,1,1,1,0,,0,1,2,1,4,2,9,1
Chia tài sản cần bán gấp căn nhà nát Quận 10,"Đường Ngô Quyền, Phường 6, Quận 10, Tp Hồ Chí Minh",1,0,0,0,0,0,1,,3,1,3,1,2,0,9,1
Mặt Tiền Lý Thái Tổ Đoạn Đẹp 4 x 22 . 1 trệt 4 lầu,"Đường Lý Thái Tổ, Phường 1, Quận 10, Tp Hồ Chí Minh",2,1,2,1,0,2,0,,0,1,3,2,4,4,9,1
Cần mua nhà 1.5 tỷ 50m2 gần q10,"Đường 3/2, Phường 1, Quận 10, Tp Hồ Chí Minh",1,0,1,1,0,2,0,,3,1,3,1,0,0,9,1
"Mặt tiền Ngay Lý Thường Kiệt 4 lầu,chưa qua đầu tư","Đường Lý Thường Kiệt, Phường 9, Quận 10, Tp Hồ Chí Minh",1,0,1,1,0,2,0,,0,1,3,1,4,3,9,1
